"species","Genus","Family","Order","Class","spec_code","DemersPelag","EnvTemp","environment","Feeding_path","BodyShape","DepthRangeDeep","Lmax","trophic_level","K","tm"
"Ictiobus bubalus","Ictiobus","Catostomidae","Cypriniformes","Actinopterygii",2992,"demersal","temperate","freshwater","benthic","fusiform",87,112,3,0.07,8.6
"Ilisha fuerthii","Ilisha","Pristigasteridae","Clupeiformes","Actinopterygii",1629,"pelagic_neritic","tropical","mixed","benthic","fusiform",50,33,3.5,0.46,1.6
"Ilisha megaloptera","Ilisha","Pristigasteridae","Clupeiformes","Actinopterygii",1632,"pelagic_neritic","tropical","mixed","benthic","fusiform",50,36.5,3,0.35,2
"Ilisha melastoma","Ilisha","Pristigasteridae","Clupeiformes","Actinopterygii",1633,"pelagic_neritic","tropical","mixed","benthic","fusiform",50,22,3.5,0.56,1.4
"Isogomphodon oxyrhynchus","Isogomphodon","Carcharhinidae","Carcharhiniformes","Elasmobranchii",891,"demersal","tropical","mixed","pelagic","fusiform",15,160,4.5,0.12,4.8
"Japonolaeops dentatus","Japonolaeops","Bothidae","Pleuronectiformes","Actinopterygii",15578,"bathydemersal","polar_deep","marine","benthic","short_deep",500,20,3.75,0.25,3
"Jenkinsia lamprotaenia","Jenkinsia","Clupeidae","Clupeiformes","Actinopterygii",1461,"reef_associated","subtropical","marine","pelagic","fusiform",50,7.5,3.3,3.34,0.3
"Johnius amblycephalus","Johnius","Sciaenidae","Perciformes","Actinopterygii",7785,"demersal","tropical","mixed","benthic","fusiform",40,25,3.69,0.56,1.3
"Johnius dussumieri","Johnius","Sciaenidae","Perciformes","Actinopterygii",6530,"demersal","tropical","mixed","benthic","fusiform",50,40,4.1,0.92,0.8
"Johnius trachycephalus","Johnius","Sciaenidae","Perciformes","Actinopterygii",12051,"benthopelagic","tropical","mixed","benthic","fusiform",53.5,13,3.69,1.02,0.8
"Kentrocapros aculeatus","Kentrocapros","Aracanidae","Tetraodontiformes","Actinopterygii",24254,"benthopelagic","temperate","marine","benthic","short_deep",200,13,3.5,0.383641037583845,1.90126763574812
"Kryptopterus cryptopterus","Kryptopterus","Siluridae","Siluriformes","Actinopterygii",16139,"benthopelagic","tropical","freshwater","pelagic","elongate",9.25,14.6,4.24,0.5,1.6
"Kuhlia munda","Kuhlia","Kuhliidae","Perciformes","Actinopterygii",14917,"benthopelagic","tropical","mixed","benthic","fusiform",2,13.4,3.56,0.47,1.7
"Labeo bata","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",12075,"benthopelagic","tropical","freshwater","benthic","fusiform",20,61,2,1.5,1.17891072831681
"Labeo calbasu","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",5151,"demersal","tropical","mixed","benthic","fusiform",10,90,2,0.145,3.10447386503991
"Labeo capensis","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",5129,"benthopelagic","subtropical","freshwater","benthic","short_deep",20,50,2,0.15,4.5
"Labeo chrysophekadion","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",12102,"benthopelagic","tropical","freshwater","benthic","fusiform",20,90,2,0.1,6.2
"Labeo coubie","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",2434,"benthopelagic","tropical","freshwater","benthic","fusiform",20,75,2,0.26,2.5
"Labeo dussumieri","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",13631,"benthopelagic","tropical","freshwater","benthic","fusiform",20,50,2,0.16,4.2
"Labeo fimbriatus","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",10433,"benthopelagic","tropical","freshwater","benthic","fusiform",20,91,2,0.1625,2.87973612071504
"Labeo forskalii","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",11542,"benthopelagic","tropical","freshwater","benthic","elongate",20,36,2.5,0.22,3.2
"Labeo gonius","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",10254,"benthopelagic","tropical","freshwater","benthic","elongate",20,150,2,0.21,1.94606539806271
"Labeo lineatus","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",11553,"benthopelagic","tropical","freshwater","benthic","fusiform",20,78,2,0.11,5.7
"Labeo mesops","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",5411,"benthopelagic","tropical","freshwater","benthic","fusiform",20,39,2,0.21,3.3
"Labeo pangusia","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",13176,"benthopelagic","tropical","freshwater","benthic","elongate",20,90,2,0.1,6.2
"Labeo rohita","Labeo","Cyprinidae","Cypriniformes","Actinopterygii",82,"benthopelagic","tropical","mixed","benthic","fusiform",20,200,2.2,0.329,2.67940205773826
"Labeobarbus aeneus","Labeobarbus","Cyprinidae","Cypriniformes","Actinopterygii",4818,"benthopelagic","subtropical","freshwater","benthic","fusiform",12.83,50,3.1,0.27,2.5
"Labeobarbus altianalis","Labeobarbus","Cyprinidae","Cypriniformes","Actinopterygii",11282,"benthopelagic","tropical","freshwater","benthic","fusiform",50,90,3.4,0.1,6.2
"Labeobarbus kimberleyensis","Labeobarbus","Cyprinidae","Cypriniformes","Actinopterygii",4673,"benthopelagic","subtropical","freshwater","pelagic","fusiform",12.83,82.5,3.6,0.075,7.7
"Labiobarbus leptocheilus","Labiobarbus","Cyprinidae","Cypriniformes","Actinopterygii",25195,"benthopelagic","tropical","freshwater","benthic","fusiform",23.75,30,2.3,0.22,3.3
"Labrisomus philippii","Labrisomus","Labrisomidae","Perciformes","Actinopterygii",55259,"demersal","subtropical","marine","benthic","fusiform",5,35,3.59,0.351392032774961,2.19724315645384
"Labrus mixtus","Labrus","Labridae","Perciformes","Actinopterygii",1375,"reef_associated","subtropical","marine","benthic","fusiform",200,40,3.9,0.09,7.6
"Labrus viridis","Labrus","Labridae","Perciformes","Actinopterygii",51659,"reef_associated","subtropical","marine","benthic","fusiform",125,47,3.9,0.35,2
"Lagodon rhomboides","Lagodon","Sparidae","Perciformes","Actinopterygii",3576,"demersal","subtropical","mixed","benthic","fusiform",30,40,4.4,0.31,2.3
"Lamna ditropis","Lamna","Lamnidae","Lamniformes","Elasmobranchii",755,"pelagic_oceanic","polar_deep","marine","pelagic","fusiform",650,305,4.5,0.23,2.5
"Lampetra fluviatilis","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi",4480,"demersal","temperate","mixed","pelagic","elongate",951.83,50,4.5,0.12,5.8
"Lamprogrammus brunswigi","Lamprogrammus","Ophidiidae","Ophidiiformes","Actinopterygii",8945,"benthopelagic","polar_deep","marine","benthic","elongate",1600,90,3.55,0.16,3.9
"Lappanella fasciata","Lappanella","Labridae","Perciformes","Actinopterygii",22513,"reef_associated","subtropical","marine","benthic","elongate",200,15,3.3,0.45,1.8
"Larimus effulgens","Larimus","Sciaenidae","Perciformes","Actinopterygii",14011,"pelagic_neritic","tropical","marine","pelagic","fusiform",59.5,30,3.1,0.57,1.3
"Lates angustifrons","Lates","Latidae","Perciformes","Actinopterygii",4497,"demersal","tropical","freshwater","pelagic","fusiform",53.75,200,4.5,0.25,2.3
"Lates calcarifer","Lates","Latidae","Perciformes","Actinopterygii",346,"demersal","tropical","mixed","benthic","fusiform",40,200,3.8,0.13,4.5
"Lates mariae","Lates","Latidae","Perciformes","Actinopterygii",9898,"demersal","tropical","freshwater","pelagic","fusiform",75,80,4.2,0.22075,3.5
"Lates microlepis","Lates","Latidae","Perciformes","Actinopterygii",4801,"pelagic","tropical","freshwater","pelagic","fusiform",53.75,93,4.4,0.34,4
"Lates niloticus","Lates","Latidae","Perciformes","Actinopterygii",347,"demersal","tropical","freshwater","pelagic","fusiform",60,200,4.5,0.1957,2.66609537821675
"Lates stappersii","Lates","Latidae","Perciformes","Actinopterygii",4498,"demersal","tropical","freshwater","pelagic","fusiform",53.75,45,4.3,0.35,1.9
"Lebiasina bimaculata","Lebiasina","Lebiasinidae","Characiformes","Actinopterygii",11913,"benthopelagic","tropical","freshwater","benthic","fusiform",44.18,16,2.79,0.396877216656436,1.92829469744829
"Lecanogaster chrysea","Lecanogaster","Gobiesocidae","Gobiesociformes","Actinopterygii",16742,"demersal","tropical","marine","benthic","elongate",34,2.08,3.3,0.88,1.4
"Lepidion eques","Lepidion","Moridae","Gadiformes","Actinopterygii",2016,"benthopelagic","temperate","marine","benthic","fusiform",1297.22,44,3.59,0.15,4.6
"Lepidion lepidion","Lepidion","Moridae","Gadiformes","Actinopterygii",2017,"bathypelagic","polar_deep","marine","benthic","fusiform",2307,34,3.6,0.17,4.2
"Lepidoblennius haplodactylus","Lepidoblennius","Tripterygiidae","Perciformes","Actinopterygii",47183,"benthopelagic","temperate","marine","benthic","elongate",3,10.7,3.38,1.34,0.6
"Lepidocephalichthys guntea","Lepidocephalichthys","Cobitidae","Cypriniformes","Actinopterygii",5336,"demersal","tropical","mixed","benthic","elongate",100.5,15,2.89,0.71,1.13326913855397
"Lepidopsetta mochigarei","Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii",8846,"demersal","temperate","marine","benthic","short_deep",637.5,40,3.24,0.16,4.3
"Lepidopus fitchi","Lepidopus","Trichiuridae","Perciformes","Actinopterygii",3910,"benthopelagic","polar_deep","marine","pelagic","elongate",500,210,4.1,0.18,3.1
"Lepidotrigla dieuzeidei","Lepidotrigla","Triglidae","Scorpaeniformes","Actinopterygii",10186,"demersal","subtropical","marine","benthic","fusiform",596,20,3.7,0.42,1.8
"Lepisosteus oculatus","Lepisosteus","Lepisosteidae","Lepisosteiformes","Actinopterygii",1075,"demersal","subtropical","mixed","benthic","elongate",185.721514500537,150,4,0.15,4
"Lepisosteus osseus","Lepisosteus","Lepisosteidae","Lepisosteiformes","Actinopterygii",1076,"demersal","subtropical","mixed","pelagic","elongate",185.721514500537,200,4.2,0.23,2.7
"Lepomis macrochirus","Lepomis","Centrarchidae","Perciformes","Actinopterygii",3375,"benthopelagic","subtropical","freshwater","benthic","short_deep",7,41,3.2,0.34,2.2
"Lepophidium aporrhox","Lepophidium","Ophidiidae","Ophidiiformes","Actinopterygii",7552,"demersal","tropical","marine","benthic","elongate",186,18.9,3.52,0.56,1.4
"Leptobarbus hoevenii","Leptobarbus","Cyprinidae","Cypriniformes","Actinopterygii",4797,"pelagic","tropical","freshwater","benthic","elongate",23.75,100,2.8,0.292563554606402,1.82318044592642
"Lestidiops affinis","Lestidiops","Paralepididae","Aulopiformes","Actinopterygii",16551,"bathypelagic","polar_deep","marine","pelagic","elongate",2000,11.2,4.2,1,0.8
"Lethrinus crocineus","Lethrinus","Lethrinidae","Perciformes","Actinopterygii",1841,"reef_associated","tropical","marine","benthic","fusiform",150,60,3.86,0.21,3.1
"Leuciscus aspius","Leuciscus","Cyprinidae","Cypriniformes","Actinopterygii",4783,"benthopelagic","temperate","mixed","pelagic","fusiform",23.75,120,4.5,0.1,6
"Leuciscus idus","Leuciscus","Cyprinidae","Cypriniformes","Actinopterygii",2801,"benthopelagic","temperate","mixed","benthic","fusiform",23.75,85,3.8,0.11,5.9
"Leucoraja ocellata","Leucoraja","Rajidae","Rajiformes","Elasmobranchii",2562,"demersal","temperate","marine","pelagic","fusiform",120,110,4.4,0.24,2.7
"Leucoraja wallacei","Leucoraja","Rajidae","Rajiformes","Elasmobranchii",7964,"bathydemersal","polar_deep","mixed","pelagic","fusiform",450,100,3.9,0.19,3.3
"Liachirus melanospilos","Liachirus","Soleidae","Pleuronectiformes","Actinopterygii",8323,"demersal","tropical","marine","benthic","short_deep",20,15,3.28,0.46,1.7
"Limanda punctatissima","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii",8882,"demersal","temperate","marine","benthic","short_deep",346.8,40,3.36,0.1,6.6
"Limnothrissa miodon","Limnothrissa","Clupeidae","Clupeiformes","Actinopterygii",1550,"pelagic","tropical","freshwater","pelagic","fusiform",60,17,1.6,2.18,0.4
"Limnotilapia dardennii","Limnotilapia","Cichlidae","Perciformes","Actinopterygii",8638,"demersal","tropical","freshwater","benthic","fusiform",40.68,26,3.2,0.67,1.2
"Liopsetta glacialis","Liopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii",4244,"demersal","polar_deep","mixed","benthic","short_deep",90,35,3.4,0.06,11.5
"Lithognathus aureti","Lithognathus","Sparidae","Perciformes","Actinopterygii",6592,"benthopelagic","tropical","marine","benthic","fusiform",150,100,3.4,0.0786666666666667,6.925
"Lophiodes mutilus","Lophiodes","Lophiidae","Lophiiformes","Actinopterygii",7516,"bathydemersal","polar_deep","marine","pelagic","short_deep",760,45,4.2,0.25,2.7
"Lota lota","Lota","Lotidae","Gadiformes","Actinopterygii",310,"demersal","temperate","mixed","benthic","elongate",700,152,3.8,0.13,4.8
"Luciopimelodus pati","Luciopimelodus","Pimelodidae","Siluriformes","Actinopterygii",12117,"demersal","subtropical","freshwater","pelagic","elongate",26.75,103,3.1,0.17,3.6
"Luposicya lupus","Luposicya","Gobiidae","Perciformes","Actinopterygii",23719,"reef_associated","temperate","marine","benthic","elongate",15,3.5,3.16,1.68,0.6
"Lutjanus bitaeniatus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",1411,"reef_associated","tropical","marine","benthic","fusiform",80,30,4,0.46,1.6
"Lutjanus boutton","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",1418,"reef_associated","tropical","marine","pelagic","fusiform",50,35,3.8,0.6,1.3
"Lutjanus buccanella","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",1419,"reef_associated","subtropical","marine","benthic","fusiform",200,75,3.9,0.35,1.9
"Lutjanus dentatus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",1429,"reef_associated","tropical","mixed","benthic","fusiform",89.24,150,4,0.1,5.8
"Lutjanus goreensis","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",1439,"reef_associated","tropical","mixed","benthic","fusiform",50,80,4,0.19,3.3
"Lutjanus lemniscatus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",157,"reef_associated","tropical","marine","benthic","fusiform",80,65,4,0.22,3
"Lutjanus sanguineus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",177,"reef_associated","tropical","marine","pelagic","fusiform",100,100,4.5,0.15,4.1
"Lutjanus timoriensis","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",182,"reef_associated","tropical","marine","benthic","fusiform",150,50,4,0.25,2.8
"Luvarus imperialis","Luvarus","Luvaridae","Perciformes","Actinopterygii",1725,"pelagic_oceanic","subtropical","marine","pelagic","fusiform",200,200,3.8,0.351392032774961,2.19724315645384
"Luzonichthys earlei","Luzonichthys","Serranidae","Perciformes","Actinopterygii",12598,"reef_associated","tropical","marine","benthic","elongate",205,5.5,3.96,1.67,0.6
"Macrochirichthys macrochirus","Macrochirichthys","Cyprinidae","Cypriniformes","Actinopterygii",4949,"benthopelagic","tropical","freshwater","pelagic","elongate",23.75,100,3.7,0.09,6.8
"Macrodon atricauda","Macrodon","Sciaenidae","Perciformes","Actinopterygii",66332,"demersal","tropical","marine","benthic","fusiform",60,46,3.69,0.81,0.9
"Macrognathus aculeatus","Macrognathus","Mastacembelidae","Synbranchiformes","Actinopterygii",5152,"benthopelagic","tropical","mixed","benthic","elongate",8.5,38,3.08,0.546296186285038,1.38963221987701
"Macrognathus pancalus","Macrognathus","Mastacembelidae","Synbranchiformes","Actinopterygii",10147,"benthopelagic","tropical","mixed","benthic","elongate",8.5,18,3.5,1.1375,0.877235555513701
"Malacoraja senta","Malacoraja","Rajidae","Rajiformes","Elasmobranchii",2568,"bathydemersal","polar_deep","mixed","benthic","fusiform",914,61,3.5,0.12,5.4
"Malacoraja spinacidermis","Malacoraja","Rajidae","Rajiformes","Elasmobranchii",8904,"bathydemersal","polar_deep","marine","benthic","fusiform",1570,70,3.5,0.21,3.1
"Malapterurus electricus","Malapterurus","Malapteruridae","Siluriformes","Actinopterygii",2087,"benthopelagic","tropical","freshwater","pelagic","fusiform",55.75,122,2.9,0.26585612053905,2.34578799757361
"Marcusenius abadii","Marcusenius","Mormyridae","Osteoglossiformes","Actinopterygii",5083,"demersal","tropical","freshwater","benthic","fusiform",57.5,40,3.2,0.39,1.8
"Marcusenius macrolepidotus","Marcusenius","Mormyridae","Osteoglossiformes","Actinopterygii",5405,"demersal","tropical","freshwater","benthic","fusiform",57.5,32,3.2,0.7,1.1
"Margariscus margarita","Margariscus","Cyprinidae","Cypriniformes","Actinopterygii",10142,"demersal","temperate","freshwater","benthic","elongate",23.75,16,3.1,0.21,3.9
"Mastacembelus armatus","Mastacembelus","Mastacembelidae","Synbranchiformes","Actinopterygii",10140,"demersal","tropical","mixed","benthic","elongate",8.5,90,2.8,0.249363225343264,2.81317478563042
"Mastacembelus erythrotaenia","Mastacembelus","Mastacembelidae","Synbranchiformes","Actinopterygii",12026,"demersal","tropical","freshwater","benthic","elongate",8.5,100,2.7,0.16,3.8
"Mastacembelus marchei","Mastacembelus","Mastacembelidae","Synbranchiformes","Actinopterygii",10090,"benthopelagic","tropical","freshwater","benthic","elongate",8.5,32.6,3.08,0.38,1.9
"Mastacembelus mastacembelus","Mastacembelus","Mastacembelidae","Synbranchiformes","Actinopterygii",54832,"demersal","subtropical","freshwater","benthic","elongate",8.5,46.4,3.08,0.18,3.51842799026513
"Mastacembelus niger","Mastacembelus","Mastacembelidae","Synbranchiformes","Actinopterygii",10092,"demersal","tropical","freshwater","benthic","elongate",8.5,37.5,3.08,0.33,2.1
"Mataeocephalus tenuicauda","Mataeocephalus","Macrouridae","Gadiformes","Actinopterygii",8500,"bathypelagic","polar_deep","marine","benthic","elongate",1600,30,3.77,0.26,2.8
"Mchenga inornata","Mchenga","Cichlidae","Perciformes","Actinopterygii",2294,"benthopelagic","tropical","freshwater","pelagic","fusiform",7,10,3.4,0.667610365879211,1.74076664540265
"Megaleporinus macrocephalus","Megaleporinus","Anostomidae","Characiformes","Actinopterygii",52574,"benthopelagic","tropical","freshwater","benthic","elongate",1,68.4,2.28,0.16,4
"Megaleporinus obtusidens","Megaleporinus","Anostomidae","Characiformes","Actinopterygii",23445,"benthopelagic","subtropical","freshwater","benthic","elongate",1,76,3.2,0.12,5.5
"Megalonema platanum","Megalonema","Pimelodidae","Siluriformes","Actinopterygii",47742,"demersal","subtropical","freshwater","pelagic","elongate",26.75,40,4.5,0.34,2
"Melamphaes acanthomus","Melamphaes","Melamphaidae","Stephanoberyciformes","Actinopterygii",12544,"bathypelagic","polar_deep","marine","benthic","fusiform",3500,6.31666666666667,3.88,0.19,6.8
"Melanonus zugmayeri","Melanonus","Melanonidae","Gadiformes","Actinopterygii",5118,"bathypelagic","polar_deep","marine","benthic","elongate",3000,28,3.55,0.22555445472841,3.45646720482878
"Melanostigma atlanticum","Melanostigma","Zoarcidae","Perciformes","Actinopterygii",3150,"bathypelagic","polar_deep","marine","benthic","elongate",1853,15,3,0.37,2.1
